date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:11:34	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22466c-578a68c10d98e%22	http://localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.woff2	(from http://localhost/klajdi/wp-content/themes/spicepress/css/bootstrap.css?ver=4.9.8)
22:11:38	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-578a68c106470%22	http://localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regulard41d.eot	(from http://localhost/klajdi/wp-content/themes/spicepress/css/bootstrap.css?ver=4.9.8)
22:11:38	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225b80-578a68c10be3b%22	http://localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.woff	(from http://localhost/klajdi/wp-content/themes/spicepress/css/bootstrap.css?ver=4.9.8)
22:11:38	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-578a68c1087a7%22	http://localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.svg	(from http://localhost/klajdi/wp-content/themes/spicepress/css/bootstrap.css?ver=4.9.8)
22:11:42	9818/9818	---M--	200	added ('OK')	image/png	etag:%22265a-578a68c1e2406%22	http://localhost/klajdi/wp-content/themes/spicepress/images/slide-shadow.png	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/images/slide-shadow.png	(from http://localhost/klajdi/wp-content/themes/spicepress/css/default.css?ver=4.9.8)
22:11:47	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%22b15c-578a68c10a2f9%22	http://localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/fonts/glyphicons-halflings-regular.ttf	(from http://localhost/klajdi/wp-content/themes/spicepress/css/bootstrap.css?ver=4.9.8)
22:12:09	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-578a9a651bd4f%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
22:12:10	390461/390461	---M--	200	added ('OK')	image/jpeg	etag:%225f53d-578a6924e2818%22	http://localhost/klajdi/wp-content/plugins/spicebox/inc/spicepress/images/slider/slider.jpg	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/spicebox/inc/spicepress/images/slider/slider.jpg	(from http://localhost/klajdi/)
22:12:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-578a9a651bd4f%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
22:12:21	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-578a9a6524bd8%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
22:12:21	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-578a9a651f7dd%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
22:12:22	341/341	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Oct%202018%2020:12:22%20GMT	http://localhost/klajdi/wp-content/themes/spicepress/css/owl.video.play.png	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/css/owl.video.play.png	(from http://localhost/klajdi/wp-content/themes/spicepress/css/owl.carousel.css?ver=4.9.8)
22:12:26	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-578a9a6523851%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
22:12:35	56760/56760	---M--	200	added ('OK')	font/woff2	etag:%22ddb8-578a9a65032ed%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?3.8.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.woff2	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
22:12:40	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-578a9a6521149%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
22:12:43	132196/132196	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220464-578a9a64fb3e5%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?3.8.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.eot	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
22:12:43	189397/189397	---M--	200	added ('OK')	image/svg+xml	etag:%222e3d5-578a9a64fdadb%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?3.8.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.svg	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
22:12:46	9693/9693	---M--	200	added ('OK')	image/png	etag:%2225dd-578a68c1e1c27%22	http://localhost/klajdi/wp-content/themes/spicepress/images/page-shadow.png	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/images/page-shadow.png	(from http://localhost/klajdi/wp-content/themes/spicepress/style.css?ver=4.9.8)
22:12:46	344/344	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2020%20Oct%202018%2020:12:46%20GMT	http://localhost/klajdi/wp-content/themes/spicepress/images/testimonial-bg.jpg	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/spicepress/images/testimonial-bg.jpg	(from http://localhost/klajdi/wp-content/themes/spicepress/style.css?ver=4.9.8)
22:12:46	627/627	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2020%20Oct%202018%2020:12:46%20GMT	http://localhost/klajdi/wp-content/themes/images/callout-shadow.png	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/themes/images/callout-shadow.png	(from http://localhost/klajdi/wp-content/themes/spicepress/style.css?ver=4.9.8)
22:12:47	68288/68288	---M--	200	added ('OK')	font/woff	etag:%2210ac0-578a9a65013a3%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?3.8.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.woff	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
22:12:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Oct%202018%2020:12:47%20GMT	http://localhost/klajdi/?p=22	C:/My%20Web%20Sites/digital/localhost/klajdi/index0345.html	(from http://localhost/klajdi/about/)
22:12:47	2205/2205	---M--	200	added ('OK')	application/json	date:Sat,%2020%20Oct%202018%2020:12:47%20GMT	http://localhost/klajdi/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fklajdi%2Fabout%2F	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-json/oembed/1.0/embed4f83.json	(from http://localhost/klajdi/about/)
22:12:48	2297/2297	---M--	200	added ('OK')	text/xml	date:Sat,%2020%20Oct%202018%2020:12:47%20GMT	http://localhost/klajdi/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fklajdi%2Fabout%2F&format=xml	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-json/oembed/1.0/embed68ce	(from http://localhost/klajdi/about/)
22:12:50	2215/2215	---M--	200	added ('OK')	application/json	date:Sat,%2020%20Oct%202018%2020:12:49%20GMT	http://localhost/klajdi/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fklajdi%2Fcontact%2F	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-json/oembed/1.0/embedecfc.json	(from http://localhost/klajdi/contact/)
22:12:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Oct%202018%2020:12:50%20GMT	http://localhost/klajdi/?p=25	C:/My%20Web%20Sites/digital/localhost/klajdi/index970c.html	(from http://localhost/klajdi/contact/)
22:12:51	2307/2307	---M--	200	added ('OK')	text/xml	date:Sat,%2020%20Oct%202018%2020:12:50%20GMT	http://localhost/klajdi/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fklajdi%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-json/oembed/1.0/embed4f2b	(from http://localhost/klajdi/contact/)
22:12:51	46360/46360	---M--	200	added ('OK')	text/css	etag:%22b518-55720d7581fc0%22	http://localhost/klajdi/wp-includes/css/dashicons.min.css?ver=4.9.8	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-includes/css/dashicons.min5010.css	(from http://localhost/klajdi/contact/)
22:12:53	16408/16408	---M--	200	added ('OK')	text/css	etag:%224018-578ab243f90e7%22	http://localhost/klajdi/wp-content/plugins/ninja-forms/assets/css/display-structure.css?ver=4.9.8	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/ninja-forms/assets/css/display-structure5010.css	(from http://localhost/klajdi/contact/)
22:12:55	41906/41906	---M--	200	added ('OK')	image/jpeg	etag:%22a3b2-578a6924a0b71%22	http://localhost/klajdi/wp-content/plugins/spicebox/inc/spicepress/images/about/about.jpg	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/spicebox/inc/spicepress/images/about/about.jpg	(from http://localhost/klajdi/about/)
22:13:01	132036/132036	---M--	200	added ('OK')	font/ttf	etag:%22203c4-578a9a64ffa2a%22	http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?3.8.0	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1df9.ttf	(from http://localhost/klajdi/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=3.8.0)
22:13:03	6527/6527	---M--	200	added ('OK')	application/javascript	etag:%22197f-5405eff119880%22	http://localhost/klajdi/wp-includes/js/jquery/ui/position.min.js?ver=1.11.4	C:/My%20Web%20Sites/digital/localhost/klajdi/wp-includes/js/jquery/ui/position.mine899.js	(from http://localhost/klajdi/contact/)
